,Unnamed: 0,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts,position
0,0,0,0,15,0,25.1,276,1,4,0,4.9,24.2,2019-08-09T19:00:00Z,90,10,0,0,0,0,1,0,12026,1,4,0.0,0,0,0,0,45,False,0,,,,,,2
1,1,0,0,29,1,7.2,276,17,0,0,2.9,17.6,2019-08-17T14:00:00Z,89,13,0,0,0,0,2,0,13638,1,3,4.0,6,-209,1237,1446,45,True,0,,,,,,2
2,2,0,0,11,0,5.8,276,26,3,0,3.0,22.4,2019-08-24T11:30:00Z,90,6,0,0,0,0,3,0,22372,3,2,2.0,1,5570,8181,2611,45,True,0,,,,,,2
3,3,0,0,18,0,16.8,276,40,2,0,4.5,20.6,2019-08-31T14:00:00Z,90,19,0,0,0,0,4,0,25926,0,2,8.0,1,2264,5017,2753,45,False,0,,,,,,2
4,4,0,0,11,0,1.2,276,46,2,0,1.8,16.4,2019-09-14T16:30:00Z,90,11,0,0,0,0,5,0,25661,2,3,0.0,1,-813,2217,3030,45,True,0,,,,,,2
5,5,0,0,13,0,22.9,276,52,2,0,4.5,18.0,2019-09-21T14:00:00Z,90,5,0,0,0,0,6,0,31126,0,2,4.0,1,4112,6086,1974,45,False,0,,,,,,2
6,6,0,0,17,0,23.3,276,64,2,0,4.6,20.4,2019-09-28T14:00:00Z,90,7,0,0,0,0,7,0,30678,0,2,2.0,1,-624,1941,2565,45,False,0,,,,,,2
7,7,0,0,14,0,18.2,276,77,5,0,4.7,18.0,2019-10-05T14:00:00Z,90,2,0,0,0,0,8,0,27833,5,1,11.0,0,-3021,1038,4059,45,True,0,,,,,,2
8,8,0,0,18,1,2.2,276,82,0,0,1.5,10.8,2019-10-19T14:00:00Z,90,3,0,0,0,0,9,0,25182,0,0,2.0,5,-2714,297,3011,45,False,1,,,,,,2
9,9,0,0,4,0,0.8,276,97,2,0,0.2,0.6,2019-10-27T16:30:00Z,65,12,0,0,0,0,10,0,25349,3,1,1.0,1,-168,619,787,45,True,0,,,,,,2
