assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
0,0,0,0,0.0,446,2,0,0,0.0,0.0,2019-08-10T14:00:00Z,0,15,0,0,0,0,1,0,8835,1,1,0.0,0,0,0,0,45,True,0,,,,,
0,0,0,0,0.0,446,12,0,0,0.0,0.0,2019-08-17T14:00:00Z,0,2,0,0,0,0,2,0,8295,2,1,0.0,0,-1508,101,1609,45,False,0,,,,,
0,0,0,0,0.0,446,22,0,0,0.0,0.0,2019-08-25T13:00:00Z,0,11,0,0,0,0,3,0,7388,3,1,0.0,0,-1184,193,1377,44,True,0,,,,,
0,0,0,0,0.0,446,36,0,0,0.0,0.0,2019-08-31T14:00:00Z,0,9,0,0,0,0,4,0,6949,1,3,0.0,0,-693,127,820,44,False,0,,,,,
0,0,15,0,1.4,446,42,1,0,1.6,14.6,2019-09-15T13:00:00Z,90,8,0,0,0,0,5,0,6684,1,3,0.0,2,-512,191,703,44,True,0,,,,,
0,0,6,0,0.8,446,59,1,0,1.7,15.8,2019-09-20T19:00:00Z,90,16,0,0,0,0,6,0,7053,3,1,0.0,1,220,486,266,44,False,1,,,,,
0,0,16,0,11.5,446,62,2,0,3.3,19.2,2019-09-28T14:00:00Z,88,19,0,0,0,0,7,0,7243,2,2,2.0,1,50,418,368,44,True,0,,,,,
0,0,3,0,1.0,446,71,1,0,3.4,16.2,2019-10-06T13:00:00Z,78,1,0,0,0,0,8,0,7206,0,1,17.0,1,-116,168,284,44,False,1,,,,,
0,0,0,0,0.0,446,82,0,0,0.0,0.0,2019-10-19T14:00:00Z,0,14,0,0,0,0,9,0,7245,0,0,0.0,0,-61,229,290,44,True,0,,,,,
0,0,0,0,0.0,446,99,0,0,0.0,0.0,2019-10-26T14:00:00Z,0,18,0,0,0,0,10,0,6998,0,0,0.0,0,-287,37,324,44,False,0,,,,,
0,0,0,0,0.0,446,103,0,0,0.0,0.0,2019-11-02T12:30:00Z,0,12,0,0,0,0,11,0,6785,0,1,0.0,0,-268,61,329,43,True,0,,,,,
0,0,0,0,0.0,446,116,0,0,0.0,0.0,2019-11-09T15:00:00Z,0,13,0,0,0,0,12,0,6601,1,2,0.0,0,-231,56,287,43,False,0,,,,,
0,0,0,0,0.0,446,123,0,0,0.0,0.0,2019-11-23T15:00:00Z,0,20,0,0,0,0,13,0,6435,2,1,0.0,0,-213,74,287,43,True,0,,,,,
0,0,10,0,2.7,446,139,3,0,1.9,10.0,2019-11-30T15:00:00Z,90,17,0,0,0,0,14,0,6326,2,3,6.0,1,-157,24,181,43,False,0,,,,,
0,0,0,0,0.0,446,148,0,0,0.0,0.0,2019-12-03T19:30:00Z,0,7,0,0,0,0,15,0,6316,0,1,0.0,0,-42,51,93,43,False,0,,,,,
0,0,0,0,0.0,446,152,0,0,0.0,0.0,2019-12-07T15:00:00Z,0,10,0,0,0,0,16,0,6243,3,0,0.0,0,-107,38,145,43,True,0,,,,,
0,0,25,1,0.9,446,163,0,0,2.9,24.4,2019-12-14T15:00:00Z,90,6,0,0,0,0,17,0,6185,1,0,4.0,6,-120,56,176,43,False,0,,,,,
0,0,13,0,11.9,446,172,1,0,3.1,13.2,2019-12-21T15:00:00Z,90,5,0,0,0,0,18,0,7208,1,0,6.0,2,633,751,118,43,True,0,,,,,
1,3,29,0,11.8,446,182,1,0,5.7,37.2,2019-12-26T15:00:00Z,90,1,0,0,0,0,19,0,7058,1,1,8.0,8,106,297,191,43,True,0,,,,,
0,0,12,0,1.9,446,192,2,0,1.8,13.8,2019-12-28T12:30:00Z,90,4,0,0,0,0,20,0,10358,0,2,2.0,1,2987,3259,272,43,False,0,,,,,
0,0,0,0,0.0,446,210,0,0,0.0,0.0,2020-01-01T17:30:00Z,0,19,0,0,0,0,21,0,9261,0,4,0.0,0,-927,474,1401,43,False,0,,,,,
0,0,0,0,0.0,446,212,0,0,0.0,0.0,2020-01-12T14:00:00Z,0,18,0,0,0,0,22,0,7686,3,0,0.0,0,-1575,38,1613,43,True,0,,,,,
0,0,0,0,0.0,446,227,0,0,0.0,0.0,2020-01-18T15:00:00Z,0,14,0,0,0,0,23,0,6887,0,1,0.0,0,-814,18,832,43,False,0,,,,,
0,0,0,0,0.0,446,232,0,0,0.0,0.0,2020-01-21T19:30:00Z,0,4,0,0,0,0,24,0,6430,1,3,0.0,0,-427,17,444,43,True,0,,,,,
0,0,0,0,0.0,446,241,0,0,0.0,0.0,2020-02-01T15:00:00Z,0,2,0,0,0,0,25,0,6115,1,2,0.0,0,-349,7,356,43,True,0,,,,,
0,0,0,0,0.0,446,258,0,0,0.0,0.0,2020-02-09T14:00:00Z,0,15,0,0,0,0,26,0,5954,1,2,0.0,0,-173,7,180,43,False,0,,,,,
0,0,17,0,30.1,446,262,3,0,7.4,23.2,2020-02-22T15:00:00Z,90,5,0,0,0,0,27,0,5915,0,3,21.0,1,-78,44,122,43,False,0,,,,,
1,1,31,0,35.1,446,272,2,0,9.5,51.8,2020-02-29T15:00:00Z,90,6,0,0,0,0,28,0,5905,2,2,8.0,5,-38,31,69,43,True,0,,,,,
0,0,8,0,3.8,446,286,2,0,2.1,17.2,2020-03-07T12:30:00Z,90,10,0,0,0,0,29,0,6248,1,2,0.0,1,316,450,134,43,False,0,,,,,
0,0,11,0,14.4,446,292,2,0,2.7,6.4,2020-06-20T18:45:00Z,90,7,0,0,0,0,39,0,6600,2,0,6.0,1,21,682,661,43,True,0,,,,,
0,0,14,0,11.4,446,310,1,0,2.6,12.2,2020-06-24T17:00:00Z,81,20,0,0,0,0,40,0,6534,0,1,2.0,2,-58,132,190,43,False,0,,,,,
0,0,0,0,0.0,446,313,0,0,0.0,0.0,2020-07-01T17:00:00Z,0,13,0,0,0,0,41,0,6663,4,1,0.0,0,43,141,98,43,True,0,,,,,
0,0,2,0,0.0,446,325,0,0,0.2,2.0,2020-07-04T14:00:00Z,13,12,0,0,0,0,42,0,6517,2,5,0.0,1,-123,57,180,43,False,0,,,,,
0,0,4,0,0.2,446,333,0,0,0.3,2.8,2020-07-09T17:00:00Z,27,17,0,0,0,0,43,0,6495,0,0,0.0,1,-39,67,106,43,True,0,,,,,
0,0,13,0,6.3,446,342,1,0,2.2,13.2,2020-07-12T18:00:00Z,90,9,0,0,0,0,44,0,6467,1,4,2.0,2,-59,63,122,43,True,0,,,,,
0,0,6,0,1.5,446,357,2,0,0.6,4.8,2020-07-15T17:00:00Z,90,11,0,0,0,0,45,0,6502,1,2,0.0,1,23,109,86,43,False,0,,,,,
0,0,6,0,0.5,446,362,2,0,1.3,10.8,2020-07-19T13:00:00Z,90,16,0,0,0,0,46,0,6678,2,0,2.0,1,123,224,101,43,True,0,,,,,
0,0,0,0,0.0,446,375,0,0,0.0,0.0,2020-07-26T15:00:00Z,0,8,0,0,0,0,47,0,6670,3,1,0.0,0,-4,156,160,43,False,0,,,,,
0,0,0,0,0.0,65,2,0,0,0.0,0.0,2022-08-06T14:00:00Z,0,2,0,0,0,0,1,0,4613,0,2,0.0,0,0,0,0,45,True,0,0.0,0.0,0.0,0.0,0.0
0,0,5,0,4.6,65,17,4,0,1.1,6.6,2022-08-13T14:00:00Z,90,13,0,0,0,0,2,0,4856,0,4,0.0,-1,-764,87,851,45,False,1,0.01,0.01,0.0,1.75,1.0
0,0,0,0,0.0,65,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,1,0,0,0,0,3,0,4750,3,0,0.0,0,-604,104,708,44,True,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,65,36,0,0,0.0,0.0,2022-08-27T14:00:00Z,0,12,0,0,0,0,4,0,4647,0,9,0.0,0,-392,114,506,44,False,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,65,42,0,0,0.0,0.0,2022-08-31T18:30:00Z,0,20,0,0,0,0,5,0,4551,0,0,0.0,0,-307,85,392,44,True,0,0.0,0.0,0.0,0.0,0.0
0,0,3,0,0.0,65,58,0,0,0.0,0.0,2022-09-03T14:00:00Z,1,16,0,0,0,0,6,0,4533,3,2,0.0,1,-266,104,370,43,False,0,0.0,0.0,0.0,0.0,0.0
0,0,6,0,0.0,65,77,0,0,0.5,5.0,2022-09-17T14:00:00Z,3,15,0,0,0,0,8,0,4632,1,1,0.0,1,-86,72,158,43,False,0,0.0,0.0,0.0,0.02,0.0
0,0,0,0,0.0,65,82,0,0,0.0,0.0,2022-10-01T14:00:00Z,0,4,0,0,0,0,9,0,4652,0,0,0.0,0,-53,149,202,43,True,0,0.0,0.0,0.0,0.0,0.0
0,0,3,0,1.0,65,92,0,0,0.6,4.6,2022-10-08T14:00:00Z,18,10,0,0,0,0,10,0,4743,1,2,0.0,1,-24,214,238,43,True,0,0.01,0.01,0.0,0.03,0.0
0,0,3,0,0.0,65,103,0,0,0.2,2.0,2022-10-15T14:00:00Z,1,9,0,0,0,0,11,0,4805,2,2,0.0,1,-34,188,222,43,False,0,0.0,0.0,0.0,0.05,0.0
0,0,0,0,0.0,65,112,0,0,0.0,0.0,2022-10-19T18:30:00Z,0,17,0,0,0,0,12,0,4976,1,0,0.0,0,-22,135,157,43,True,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,65,129,0,0,0.0,0.0,2022-10-24T19:00:00Z,0,19,0,0,0,0,13,0,4768,0,2,0.0,0,-87,79,166,43,False,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0.0,65,132,0,0,0.0,0.0,2022-10-29T14:00:00Z,0,18,0,0,0,0,14,0,4873,3,2,0.0,0,29,193,164,43,True,0,0.0,0.0,0.0,0.0,0.0
